id,year,venue,out_d,in_d,title
573696de6e3b12023e5dd893,2005,ITCC (1),1,0,Performance Evaluation of Secure Concurrency Control Algorithm for Multilevel Secure Distributed Database Systems.
573696df6e3b12023e5de1a1,2014,PLDI,1,0,Taming the parallel effect zoo: extensible deterministic parallelism with LVish.
573696df6e3b12023e5de205,2015,PLDI,1,0,Profile-guided meta-programming.
573696df6e3b12023e5de254,2013,PLDI,1,0,Monadic abstract interpreters.
573696df6e3b12023e5de2e0,1988,PLDI,2,0,Control-Flow Analysis in Scheme.
573696df6e3b12023e5de2f0,2010,PLDI,1,0,Resolving and exploiting the k-CFA paradox: illuminating functional vs. object-oriented program analysis.
573696df6e3b12023e5de354,2011,PLDI,1,0,Languages as libraries.
573696df6e3b12023e5de423,2012,PLDI,1,0,Fast and precise hybrid type inference for JavaScript.
573696df6e3b12023e5de429,2014,PLDI,1,0,"Adapton: composable, demand-driven incremental computation."
573696df6e3b12023e5de44e,2014,PLDI,1,0,Getting F-bounded polymorphism into shape.
573696df6e3b12023e5de477,1982,Best of PLDI,1,0,Register allocation and spilling via graph coloring (with retrospective)
573696df6e3b12023e5de4b0,1982,Best of PLDI,1,0,Optimization of range checking (with retrospective)
573696df6e3b12023e5de4ca,2006,PLDI,1,0,Continuations and transducer composition.
573696df6e3b12023e5de50e,2012,PLAS,1,0,Hash-flow taint analysis of higher-order programs.
573696df6e3b12023e5de56a,2009,PLDI,1,0,CEAL: a C-based language for self-adjusting computation.
573696df6e3b12023e5de596,2015,PLDI,1,0,Relatively complete counterexamples for higher-order programs.
573696df6e3b12023e5de597,2012,PLDI,1,0,Type-directed automatic incrementalization.
573696df6e3b12023e5de5c8,2013,PLAS,1,0,Knowledge inference for optimizing secure multi-party computation.
573696df6e3b12023e5de644,1988,Best of PLDI,1,0,"Higher-order control-flow analysis in retrospect: lessons learned, lessons abandoned (with retrospective)"
573696df6e3b12023e5de844,2006,PRDC,1,0,Modeling High Availability.
573696df6e3b12023e5debdf,2009,WALCOM,1,0,The Planar k-Means Problem is NP-Hard.
573696df6e3b12023e5def5e,2008,Software Engineering Research and Practice,1,0,Software Complexity for Computer Communication and Sensor Networks Using Binary Decision Diagrams.
573696df6e3b12023e5defea,2005,Software Engineering Research and Practice,1,0,Managing Fine-grained Changes in Software Document Relationships.
573696df6e3b12023e5df001,2006,Software Engineering Research and Practice,1,0,Retrieval of Most Relevant Reusable Component Using Genetic Algorithms.
573696df6e3b12023e5df0fd,2006,Software Engineering Research and Practice,1,0,Quantification Criteria for Optimization of Modules in OO Design.
573696df6e3b12023e5df199,2007,Software Engineering Research and Practice,1,0,Application of Logistic Regression and Artificial Neural Network for Predicting Software Quality Models.
573696e06e3b12023e5df40b,2015,ISMIS,1,0,An Approximate Proximity Graph Incremental Construction for Large Image Collections Indexing.
573696e06e3b12023e5df58b,2015,ISMIS,1,0,Planning with Sets.
573696e16e3b12023e5e02d0,2013,ICTA,1,0,Hidden Markov model for inferring user task using mouse movement.
573696e16e3b12023e5e02fe,2013,ICTA,1,0,Dynamic hierarchical Bayesian network for Arabic handwritten word recognition.
573696e16e3b12023e5e0410,1997,BSDIA,1,0,Document Modeling for Form Class Identification.
573696e16e3b12023e5e04dc,1997,FCT,1,0,The Complexity of Universal Text-Learners.
573696e16e3b12023e5e0545,1989,FCT,1,0,Extensional Properties of Sets of Time Bounded Complexity (Extended Abstract).
573696e16e3b12023e5e059a,1989,FCT,1,0,Complexity Classes with Complete Problems Between P and NP-C.
573696e16e3b12023e5e0696,2015,FCT,1,0,On the Power of Color Refinement.
573696e16e3b12023e5e069b,1991,FCT,1,0,On the Complexity of Graph Reconstruction.
573696e16e3b12023e5e0712,2013,FCT,1,0,On the Isomorphism Problem for Decision Trees and Decision Lists.
573696e16e3b12023e5e0793,2015,FCT,1,0,On the Expressive Power of Read-Once Determinants.
573696e16e3b12023e5e0799,2015,FCT,1,0,On the Structure of Solution-Graphs for Boolean Formulas.
573696e16e3b12023e5e07b3,1993,FCT,1,0,Easity Checked Self-Reducibility (Extended Abstract).
573696e16e3b12023e5e09a2,1993,ICCI,1,0,Selectivity.
573696e26e3b12023e5e0b9d,2009,ARTCom,1,0,Image Compression by Using Fractional Transforms.
573696e36e3b12023e5e1dac,1992,CHI,1,0,Iterative Design of an Interface for Easy 3-D Direct Manipulation.
573696e36e3b12023e5e1dbb,2012,CHI Extended Abstracts,1,0,Invited panel: managing UX teams: insights from executive leaders.
573696e36e3b12023e5e1def,2010,CHI Extended Abstracts,1,0,Sig: branding the changing enterprise - impact of mergers & acquisitions on user experience organizations.
573696e36e3b12023e5e1df5,2007,CHI Extended Abstracts,1,0,Moving ux into a position of corporate influence: whose advice really works?
573696e36e3b12023e5e1e2a,1995,CHI 95 Conference Companion,1,0,Tools and trade-offs: making wise choices for user-centered design.
573696e36e3b12023e5e1ead,2014,CHI Extended Abstracts,1,0,Rapid design labs: a tool to turbocharge design-led innovation.
573696e36e3b12023e5e1f43,2011,CHI Extended Abstracts,1,0,"Managing user experience teams: lessons from case studies, establishing best practices."
573696e36e3b12023e5e1f74,2005,CHI Extended Abstracts,1,0,Building security and trust in online banking.
573696e36e3b12023e5e1fae,2010,CHI Extended Abstracts,1,0,Managing user experience: managing change.
573696e36e3b12023e5e1fc3,2001,CHI Extended Abstracts,1,0,Exploding wireless myths: exploring the UI issues underlying the marketing hype.
573696e36e3b12023e5e1fc8,2005,CHI Extended Abstracts,1,0,Outsourcing & offshoring: impact on the user experience.
573696e36e3b12023e5e202f,2004,CHI Extended Abstracts,1,0,Connecting with large market customers: can we still call it usability?
573696e36e3b12023e5e216e,2005,CHI Extended Abstracts,1,0,"Meeting the needs of the ""user experience"" professional."
573696e36e3b12023e5e21b1,1997,CHI Extended Abstracts,1,0,OVID: Object View and Interaction Design.
573696e36e3b12023e5e2211,1992,CHI,1,0,HCI Standards on Trial: You be the Jury.
573696e36e3b12023e5e22e9,2012,CHI Extended Abstracts,1,0,"I just love this product!: looking into wow products, from analysis to heuristics."
573696e36e3b12023e5e2338,2005,CHI Extended Abstracts,1,0,Is ROI an effective approach for persuading decision-makers of the value of user-centered design?
573696e36e3b12023e5e23f4,1994,CHI Conference Companion,1,0,HCI challenges in government contracting.
573696e36e3b12023e5e2423,2006,CHI Extended Abstracts,1,0,Design communication.
573696e36e3b12023e5e2490,2004,CHI Extended Abstracts,1,0,Video visions of the future: a critical review.
573696e36e3b12023e5e2494,2005,CHI Extended Abstracts,1,0,The stakeholder forest: designing an expenses application for the enterprise.
573696e36e3b12023e5e24e4,1993,INTERCHI Adjunct Proceedings,1,0,Listener response to time-compressed speech.
573696e36e3b12023e5e24fa,2011,CHI Extended Abstracts,1,0,Managing UX teams.
573696e36e3b12023e5e255b,1994,CHI Conference Companion,1,0,In search of design principles for programming environments.
573696e36e3b12023e5e25fa,2013,CHI Extended Abstracts,1,0,Spirituality: there's an app for that! (but not a lot of research).
573696e36e3b12023e5e26c3,2011,CHI Extended Abstracts,1,0,Accessible games SIG.
573696e36e3b12023e5e26e4,2011,CHI Extended Abstracts,1,0,Managing global UX teams.
573696e36e3b12023e5e270b,1998,CHI Conference Summary,1,0,IBM RealThings.
573696e36e3b12023e5e2740,1997,CHI Extended Abstracts,1,0,Interfaces for Advanced Manufacturing Technology.
573696e36e3b12023e5e274d,2013,CHI Extended Abstracts,1,0,"Research-practice interaction: building bridges, closing the gap."
573696e36e3b12023e5e2788,2006,CHI Extended Abstracts,1,0,"Usability community: past, present, and future."
573696e36e3b12023e5e27ba,1991,CHI,1,0,User interface design in the trenches: some tips on shooting from the hip.
573696e36e3b12023e5e27de,1998,CHI Conference Summary,1,0,SIG on unpacking strategic usability: corporate strategy and usability research.
573696e36e3b12023e5e2805,2012,CHI,1,0,"""Yours is better!"": participant response bias in HCI."
573696e36e3b12023e5e2825,1994,CHI,1,0,In search of design principles for programming environments.
573696e36e3b12023e5e2832,2013,CHI,1,0,Pirates of the search results page.
573696e36e3b12023e5e283f,2013,CHI Extended Abstracts,1,0,UX management: current and future trends.
573696e36e3b12023e5e28d4,2013,CHI Extended Abstracts,1,0,Gamification @ work.
573696e36e3b12023e5e29b6,1992,CHI,1,0,Designing Usable Systems Under Real-World Constraints: A Practitioners Forum.
573696e36e3b12023e5e2a64,2006,CHI Extended Abstracts,1,0,The route to the sea for user value.
573696e36e3b12023e5e2a98,2014,CHI Extended Abstracts,1,0,User experience and the human spirit.
573696e36e3b12023e5e2aa7,1997,CHI Extended Abstracts,1,0,Telework: When Your Job is on the Line (Panel).
573696e36e3b12023e5e2c83,1998,CHI Conference Summary,1,0,Developing a community intranet: social practices and technology interventions.
573696e46e3b12023e5e2e2d,1999,CHI Extended Abstracts,1,0,What makes strategic usability fail?: lessons learned from the field.
573696e46e3b12023e5e2f1a,2005,CHI Extended Abstracts,1,0,Creating and managing user partnership programs.
573696e46e3b12023e5e2f82,2014,CHI Extended Abstracts,1,0,Wait-learning: leveraging conversational dead time for second language education.
573696e46e3b12023e5e3046,2009,CHI Extended Abstracts,1,0,Fault lines of user experience: the intersection of business and design.
573696e46e3b12023e5e3047,1995,CHI 95 Conference Companion,1,0,Usability lab tools (abstract).
573696e46e3b12023e5e3127,2011,CHI Extended Abstracts,1,0,Leading change with collaborative design workshops.
573696e46e3b12023e5e315f,1992,CHI,1,0,Coupling Application Design and User Interface Design.
573696e46e3b12023e5e31a1,1992,CHI Posters and Short Talks,1,0,Determining 'characteristic interactions' for early prototyping.
573696e46e3b12023e5e31a9,2011,CHI Extended Abstracts,1,0,Designing for user experience: academia & industry.
573696e46e3b12023e5e3235,1997,CHI Extended Abstracts,1,0,Transferring a designed user experience to product (Panel).
573696e46e3b12023e5e325f,1994,CHI Conference Companion,1,0,The creative mind and HCI: innovation not duplication!
573696e46e3b12023e5e32dd,2003,CHI Extended Abstracts,1,0,Best practices and future visions for search user interfaces: a workshop.
573696e46e3b12023e5e3325,2011,CHI Extended Abstracts,1,0,The future of natural user interfaces.
573696e46e3b12023e5e3328,1995,CHI 95 Conference Companion,1,0,"3D or not 3D: ""more is better"" or ""less is more""? (panel session)."
573696e46e3b12023e5e3456,2003,CHI,1,0,The bull's-eye: a framework for web application user interface design guidelines.
573696e46e3b12023e5e346a,2013,CHI Extended Abstracts,1,0,Leveraging the progress of women in the HCI field to address the diversity chasm.
573696e46e3b12023e5e347f,2012,CHI Extended Abstracts,1,0,Special interest group for the CHI 2012 management community.
573696e46e3b12023e5e3499,2008,CHI Extended Abstracts,1,0,Extreme usability: adapting research approaches for agile development.
573696e46e3b12023e5e34f1,2010,CHI Extended Abstracts,1,0,How to bring HCI research and practice closer together.
573696e46e3b12023e5e34f7,2012,CHI Extended Abstracts,1,0,Theories behind UX research and how they are used in practice.
573696e46e3b12023e5e3536,2004,CHI Extended Abstracts,1,0,User-centered eService design and redesign.
573696e46e3b12023e5e354b,2012,CHI Extended Abstracts,1,0,Women in UX leadership in business.
573696e46e3b12023e5e3563,1995,CHI 95 Conference Companion,1,0,HCI challenges in government contracting (abstract).
573696e46e3b12023e5e357f,1997,CHI Extended Abstracts,1,0,Corporate Strategy and Usability Research: A New Partnership (Panel).
573696e46e3b12023e5e35ac,2014,CHI,1,0,Photographing information needs: the role of photos in experience sampling method-style research.
573696e46e3b12023e5e35c6,2013,CHI,1,0,Mastering the art of war: how patterns of gameplay influence skill in Halo.
573696e46e3b12023e5e3780,2013,CHI Extended Abstracts,1,0,Managing UX teams.
573696e46e3b12023e5e37ca,1993,INTERCHI Adjunct Proceedings,1,0,Using video scenarios to present consumer product interfaces.
573696e46e3b12023e5e37fb,1993,INTERCHI Adjunct Proceedings,1,0,Working towards rich and flexible file representations.
