id,name,co_authors,papers,num_co_authors,num_papers,community
38718,Ahmed Aboulfotouh,"['40251', '162202', '432036', '481197', '546987', '692977', '1181010', '1187968', '1220536', '1421779']","['5843777eac44360f108412f6', '57d06416ac4436735429c341', '58d83028d649053542fe522f']",10,3,1161.0
39263,Ahmed Elnakib,"['30331', '30492', '37816', '40277', '81644', '85512', '93151', '105949', '151523', '159263', '162202', '181120', '215146', '385225', '481197', '535196', '546976', '546987', '575428', '594748', '641461', '713236', '716469', '890290', '896763', '901794', '911146', '1024185', '1042512', '1043753', '1052443', '1052625', '1099122', '1116824', '1181010', '1228266', '1286380', '1297517', '1419621', '1421779', '1443331', '1444569', '1474069', '1482471', '1606440', '1641241']","['5736967a6e3b12023e585e23', '573697b66e3b12023e697c37', '5736986c6e3b12023e730c6e', '5736986e6e3b12023e730e38', '573697b46e3b12023e696d3a', '573696496e3b12023e555a75', '5550376b7cea80f954186d29', '573697b36e3b12023e695345', '5550376b7cea80f954186a42', '5736986e6e3b12023e7315b3', '5550376b7cea80f954186dde', '5736986e6e3b12023e73109d', '573695526e3b12023e47d488', '573695ba6e3b12023e4d6bd6', '573696806e3b12023e58c08b', '5736979e6e3b12023e683671', '5736986e6e3b12023e7316f2', '573697b66e3b12023e698165', '573697b56e3b12023e697aeb', '5736979d6e3b12023e682863', '573698026e3b12023e6db0ba', '573697b36e3b12023e695398', '573697b26e3b12023e69486c', '573697616e3b12023e649312', '57a4e8f1ac44365e35c932b0', '573698026e3b12023e6dade3', '573698016e3b12023e6da28e', '573697b26e3b12023e694a17', '5736986e6e3b12023e731755', '573697b36e3b12023e6955e2', '573696716e3b12023e57d2c4', '573696716e3b12023e57de0c', '573697b26e3b12023e694bbe', '573697db6e3b12023e6b9481', '573697b56e3b12023e697864', '58d82fd2d649053542fd7c89', '5736967a6e3b12023e585dbc', '573698016e3b12023e6da2d7', '5736986e6e3b12023e7312fd', '5736986f6e3b12023e7319e9']",46,40,1161.0
39895,Ahmed Medhat,"['39192', '40251', '179319', '463040', '484352', '560948', '600807', '841936', '1040459', '1188616', '1196246', '1228604', '1483054']","['555037d07cea80f95419b243', '57a4e912ac44365e35c96956', '555037ae7cea80f954195f78', '573698166e3b12023e6ea04a', '58d83045d649053542fe88fc']",13,5,1161.0
40242,Ahmed Shaffie,"['30331', '40277', '75030', '89157', '162202', '215146', '481197', '546987', '1042512', '1181010', '1183169', '1228266', '1233735', '1421779', '1443331']","['58d83028d649053542fe501c', '57d06416ac4436735429c34e', '57d06416ac4436735429c343', '57d06416ac4436735429c42e']",15,4,1161.0
40251,Ahmed Shalaby,"['1016', '38712', '38718', '39174', '39192', '39895', '73600', '81644', '81687', '81688', '150970', '150981', '162202', '179319', '182309', '432036', '462555', '463040', '481197', '484352', '546987', '600807', '650279', '679180', '692977', '728276', '1040459', '1133123', '1158110', '1181010', '1181803', '1181805', '1187968', '1188616', '1195325', '1196246', '1196365', '1196372', '1197256', '1220536', '1421779', '1483054', '1502864', '1542913', '1696260', '1727931']","['573697a46e3b12023e688fa3', '58437762ac44360f1083cbfe', '57d06416ac4436735429c341', '555037d17cea80f95419b5df', '58d82fd6d649053542fd868b', '573697b36e3b12023e6961dd', '573697836e3b12023e66a38e', '555037a17cea80f954193582', '57a4e92fac44365e35c9b8f1', '5550376b7cea80f954186e78', '58d83028d649053542fe522f', '555037d07cea80f95419b243', '573697826e3b12023e668ecb', '573695dd6e3b12023e4f4134', '5736986f6e3b12023e731aa8', '58d83045d649053542fe88fc', '573698026e3b12023e6db420', '573695756e3b12023e498c70', '57a4e912ac44365e35c96956', '573697b56e3b12023e6976c0', '5843777eac44360f108412f6', '555037ae7cea80f954195f78', '573697cb6e3b12023e6aaee2']",46,23,1161.0
43318,Ajay Chaudhary,"['119740', '533508', '1051212', '1406044', '1645505']","['5736970f6e3b12023e6078f7', '573698426e3b12023e70c160']",5,2,7118.0
43445,Ajay Kumar Sharma,"['152370', '169661', '865648', '1406020']","['5736959f6e3b12023e4be807', '573696786e3b12023e5841f5']",4,2,7118.0
48004,Alain Boucher,"['70637', '124856', '188664', '247408', '293174', '414345', '426284', '453840', '512776', '513460', '577356', '634458', '645526', '658198', '751044', '752389', '1090116', '1111491', '1158642', '1173383', '1193203', '1202773', '1233688', '1238860', '1239446', '1326956', '1334444', '1336317', '1443018', '1457222', '1481143', '1579202', '1654619', '1654841', '1657018', '1657038', '1664585', '1785274']","['573695a16e3b12023e4c03f0', '573697e46e3b12023e6c1d95', '5736959e6e3b12023e4bd44b', '5736974b6e3b12023e636bf5', '5736984c6e3b12023e714e1d', '573698196e3b12023e6ed583', '5736979b6e3b12023e6817af', '555037627cea80f9541848b6', '573696716e3b12023e57d924', '573698176e3b12023e6eba3f', '57d063acac4436735428b25c', '573698876e3b12023e746788', '5736982c6e3b12023e6fe266', '573697686e3b12023e64f73d', '573696f26e3b12023e5effba', '573696b26e3b12023e5b54f6', '5736979b6e3b12023e681540', '5736974c6e3b12023e6374ce', '573696396e3b12023e545ac9', '555037ae7cea80f954195ab4', '5736958d6e3b12023e4ade32', '5736979b6e3b12023e6811a0', '5736974b6e3b12023e636ff1', '5736979d6e3b12023e68286e', '573695c56e3b12023e4df268', '573697d46e3b12023e6b384e', '573697c56e3b12023e6a5e97', '573698196e3b12023e6ed5ab', '573697e86e3b12023e6c5033', '573695f66e3b12023e50b15a', '573695956e3b12023e4b5998', '5736974c6e3b12023e637380', '573698176e3b12023e6eba6b', '573697686e3b12023e64f788', '573697b36e3b12023e694e3a', '573696366e3b12023e543b3f', '573695f66e3b12023e50ac55', '573697736e3b12023e65ab61', '573697686e3b12023e64f7af']",38,39,5949.0
54187,Albrecht Hoene,"['50091', '140916', '151727', '397932', '549563', '608701', '614018', '781474', '958744', '958745', '970362', '1178793', '1178794', '1305841', '1666994', '1773274']","['573696ca6e3b12023e5cb33d', '573697f56e3b12023e6cf553', '5736965a6e3b12023e566ade', '5736987d6e3b12023e73d52e', '573696e16e3b12023e5e09a2', '5736976e6e3b12023e6553e2', '5736976e6e3b12023e655442', '5736967c6e3b12023e5885e6', '573695636e3b12023e489521', '573695646e3b12023e48a921', '58437744ac44360f10835aec', '5736987d6e3b12023e73d341', '5736987d6e3b12023e73d401', '573695976e3b12023e4b725f', '5736976e6e3b12023e65591e', '5736967c6e3b12023e5883d0', '573695626e3b12023e4891f0', '573696796e3b12023e5857f8']",16,18,3975.0
62878,Alexander Faisman,"['104269', '134373', '264977', '367119', '393615', '422910', '533449', '559552', '846546', '906097', '1083971', '1142722', '1272241', '1289475', '1495133', '1496251', '1499193', '1523511', '1709011', '1761781']","['573697886e3b12023e66e1cf', '573696ff6e3b12023e5fa203', '573696a26e3b12023e5a92cf']",20,3,1360.0
63039,Alexander G. Melnikov,"['112590', '151256', '216467', '230778', '350320', '433747', '851119', '910067', '1263337', '1395960', '1429859', '1430270', '1495598', '1515258']","['573697336e3b12023e62372f', '5843773eac44360f10833f2c', '573695f46e3b12023e508c10', '555036da7cea80f95415fa22', '573696266e3b12023e536c5f', '573697336e3b12023e6237f6', '555036d37cea80f95415a58d', '573696766e3b12023e58237d', '573697336e3b12023e6236ba', '573695f46e3b12023e508c7f', '573697336e3b12023e623596', '573695fa6e3b12023e50e704']",14,12,7808.0
75030,Ali Takieldeen,"['30331', '40242', '40277', '89157', '162202', '481197', '1042512', '1181010', '1183169', '1421779', '1443331']","['57d06416ac4436735429c34e', '57d06416ac4436735429c42e']",11,2,1161.0
78043,Alistair H. Lachlan,"['46122', '79891', '522640', '814717', '841464', '851119', '928125', '972885', '1153573', '1365851', '1402594', '1406385', '1420831', '1459040', '1509696', '1586237', '1791743']","['5843771fac44360f1082e4a0', '573695f36e3b12023e508644', '573695f36e3b12023e508429', '573696766e3b12023e5822c3', '58d82facd649053542fd0f61', '573695f46e3b12023e508d98', '573696756e3b12023e58224b', '573695f46e3b12023e509011', '573695f36e3b12023e5082d6', '573695776e3b12023e49aa10', '58d82fc1d649053542fd4246', '573695f36e3b12023e5088bb', '573695f46e3b12023e508eee', '573695e46e3b12023e4fa284', '573695f46e3b12023e508e03', '555036db7cea80f954160c98', '58d82facd649053542fd0f63', '573695e46e3b12023e4fa19c', '555036f17cea80f954167d0f', '573695f46e3b12023e5090bf', '5843771fac44360f1082e4ba', '573696756e3b12023e581f3f', '58d82fc1d649053542fd41a5', '573695f36e3b12023e5088a5', '573695e46e3b12023e4fa5b3', '573695f36e3b12023e508836', '573695f46e3b12023e509048', '573695f36e3b12023e508568', '573695f46e3b12023e50904b', '573695f36e3b12023e50831f', '573695f46e3b12023e508c48']",17,31,7808.0
80000,Almerindo N. Rehem Neto,"['249691', '249694', '310876', '463904', '670779', '699974', '1003054', '1645963']","['573698886e3b12023e747639', '573697f26e3b12023e6ccf63', '573698886e3b12023e74765f', '573697256e3b12023e617910']",8,4,7812.0
80570,Aloysio De Castro Pinto Pedroza,"['81792', '534515', '753417', '838272', '841019', '1013314', '1059271', '1060119', '1065682', '1426360', '1431357', '1811833']","['573697a96e3b12023e68d1c2', '573697a96e3b12023e68d195', '5736980c6e3b12023e6e390a', '573697936e3b12023e678567', '573695e36e3b12023e4f97b5', '5843770dac44360f1082beac', '573698846e3b12023e7436df', '573698826e3b12023e742004']",12,8,7812.0
82061,Amal A. Farag,"['21915', '26328', '39751', '78709', '81644', '81687', '150981', '234143', '371851', '605040', '650279', '650293', '728276', '842334', '1181796', '1395284', '1419621', '1474169', '1476664', '1481201', '1542913', '1748812', '1821870']","['555036da7cea80f954160014', '5736986e6e3b12023e730e78', '573697db6e3b12023e6ba01b', '5736967f6e3b12023e58b2dc', '5736978a6e3b12023e66fbba', '573697b36e3b12023e695cf6', '573697b36e3b12023e695d3d', '573697b56e3b12023e697417', '573697db6e3b12023e6b9cf2', '5736986e6e3b12023e731795', '5736986f6e3b12023e731abb', '573697db6e3b12023e6b9daa', '573697b56e3b12023e697400', '5736986e6e3b12023e731096', '573696556e3b12023e561fc3', '573698016e3b12023e6da438', '5736979e6e3b12023e6835eb']",23,17,1161.0
83284,Amar Partap Singh,"['787270', '1292212', '1524049', '1644388']","['573695ea6e3b12023e4ffa8a', '573695b86e3b12023e4d534b', '573695ea6e3b12023e4ffa2f', '57a4e918ac44365e35c96b29']",4,4,2152.0
87417,Amit Prakash Singh,"['138680', '252998', '1229350', '1347119', '1392150', '1415391', '1492232', '1498558']","['5736974b6e3b12023e6367a8', '573697f96e3b12023e6d31ca', '573697c96e3b12023e6a8adf', '5736985f6e3b12023e7256e4', '58437789ac44360f10843f0d', '573697dc6e3b12023e6babd0']",8,6,2152.0
87450,Amit Roy Choudhury,"['194531', '885311', '1249016', '1346471', '1414471', '1492274']","['58437789ac44360f10843522', '57d063cfac44367354291877']",6,2,2152.0
87936,Ammar Almomani,"['11197', '81001', '164543', '444618', '1483148', '1511279', '1645863']","['573696036e3b12023e516eb4', '573696876e3b12023e5929ee']",7,2,7118.0
88982,Amritpal Singh,"['615946', '1189972', '1343837', '1380004', '1633675']","['555036d47cea80f95415baaf', '5736960a6e3b12023e51d8d1']",5,2,7118.0
89157,Amy C. Dwyer,"['40242', '40277', '75030', '162202', '432036', '441026', '481197', '546987', '1100948', '1181010', '1183169', '1377025', '1421779', '1443331']","['58d83028d649053542fe5011', '57d06416ac4436735429c42e', '58d83028d649053542fe5219', '573697b26e3b12023e69454b', '5736986c6e3b12023e730c98', '5843777eac44360f1084133b']",14,6,1161.0
107706,Andrew M. Kent,"['366032', '411963', '765417', '783538', '1147079', '1481921', '1770858']","['555037ba7cea80f9541976de', '5736974b6e3b12023e636aab', '573696006e3b12023e513c0c', '57d063b9ac4436735428ed9e']",7,4,8260.0
109445,Andrew W. Keep,"['60311', '149254', '372211', '735146', '1116722', '1140977', '1326237', '1365240', '1553950', '1596973', '1661876', '1758884']","['5736972b6e3b12023e61d072', '555037687cea80f954186378', '555036d67cea80f95415ca7e', '573696cc6e3b12023e5ccd03', '573697036e3b12023e5fd6b9', '555037207cea80f954174a0e', '5736977b6e3b12023e6623fc', '5736960d6e3b12023e520308', '555037207cea80f9541749f3', '555036ce7cea80f95415884f']",12,10,8260.0
110983,Andrzej Filinski,"['95536', '113910', '215054', '244807', '515757', '517098', '627166', '751826', '836665', '908732', '938688', '1180199', '1266781', '1319304', '1337276', '1683574', '1707542']","['573695fd6e3b12023e510d6c', '573697d66e3b12023e6b4c03', '573697c26e3b12023e6a3111', '573697036e3b12023e5fd895', '573697446e3b12023e631861', '573696466e3b12023e55305d', '573695636e3b12023e4899e6', '573698776e3b12023e737e9b', '573697036e3b12023e5fd648', '5736956e6e3b12023e492923', '58d83025d649053542fe4183', '573696da6e3b12023e5da097', '573698776e3b12023e737b5e', '573696f76e3b12023e5f3216', '573697036e3b12023e5fd93e', '573698776e3b12023e737e06', '573697216e3b12023e614237', '573695fd6e3b12023e510cec', '573698776e3b12023e737dd0', '573698416e3b12023e70aca7', '573697da6e3b12023e6b88ed', '5736978d6e3b12023e672ad8', '58437758ac44360f1083b34e']",17,23,8260.0
112590,André Nies,"['56232', '63039', '99152', '105932', '134698', '136087', '171999', '187004', '187589', '201242', '234265', '319429', '319749', '350320', '381481', '411276', '431759', '433747', '510909', '539209', '541174', '542605', '568851', '735643', '834001', '910067', '928125', '965388', '980649', '1006045', '1250370', '1308808', '1395562', '1395960', '1406385', '1429859', '1430270', '1451045', '1451981', '1493671', '1499234', '1506957', '1558081', '1566758', '1586237', '1618450', '1655863', '1726006', '1779896']","['5736976e6e3b12023e655865', '573696766e3b12023e5822be', '555036d37cea80f95415a5c9', '5843770dac44360f1082c179', '573697f56e3b12023e6cf75f', '57d063cfac44367354291737', '573696766e3b12023e582470', '573696566e3b12023e5631ae', '573696756e3b12023e5820b7', '573696266e3b12023e536b18', '573696766e3b12023e58248e', '5736976e6e3b12023e655abc', '555036d37cea80f95415ae05', '573696266e3b12023e536be5', '573696756e3b12023e582056', '573696266e3b12023e536ce0', '5736969b6e3b12023e5a33d5', '573696af6e3b12023e5b3223', '5736978c6e3b12023e672062', '573696af6e3b12023e5b3215', '58d83014d649053542fe1ee9', '5736969d6e3b12023e5a5e70', '573695f46e3b12023e508d18', '573697336e3b12023e6235e3', '573696186e3b12023e52a76a', '573695f46e3b12023e508d5d', '5736976e6e3b12023e6552e2', '573696576e3b12023e563c69', '573696796e3b12023e58541c', '573697336e3b12023e6235a4', '573696766e3b12023e5822f8', '573697526e3b12023e63c8c9', '5736976e6e3b12023e6558f9', '573695786e3b12023e49acee', '5736969e6e3b12023e5a683f', '5736976e6e3b12023e6553a1', '573695f36e3b12023e5086ce', '573696396e3b12023e545c2e', '573695f46e3b12023e508fc7', '573695f46e3b12023e508dde', '57d063cfac44367354291736', '573695e46e3b12023e4fa20d', '555036f17cea80f954167d6e', '5736967c6e3b12023e5888fe', '573696576e3b12023e563cde', '573697336e3b12023e6237f6', '573697336e3b12023e6236f8', '573695636e3b12023e4893a1', '573696576e3b12023e564055', '573697336e3b12023e62378d', '555036d37cea80f95415a5a2', '573696af6e3b12023e5b325d', '5736976e6e3b12023e655c0e', '5736976e6e3b12023e6558e8', '573697996e3b12023e67e75f', '555036f17cea80f954167db3', '573696af6e3b12023e5b3206', '573696756e3b12023e5820b0', '5736976e6e3b12023e655ce0', '573695e46e3b12023e4fa41d', '5736979b6e3b12023e681262', '573695fd6e3b12023e511034', '5736973d6e3b12023e62c321', '573696576e3b12023e563d18', '5736969e6e3b12023e5a6a1d', '573695f46e3b12023e508a5b', '5736967c6e3b12023e588756', '573696766e3b12023e5824d9', '573696766e3b12023e5824b4', '5736976e6e3b12023e6555e9', '573695f36e3b12023e50838e', '573696266e3b12023e536ce1', '573695f36e3b12023e5086a8', '5736957d6e3b12023e49f2b4', '573696566e3b12023e5631b9', '573696796e3b12023e585b83', '573696cb6e3b12023e5cb748']",49,77,7808.0
117914,Anil Kumar Sarje,"['43660', '152892', '942448', '1051212', '1226789', '1344212', '1377748', '1381442', '1381594', '1384284', '1388402', '1487287', '1502147', '1551407', '1704940']","['573696de6e3b12023e5dd893', '573697c06e3b12023e6a1a82', '573698866e3b12023e744b69', '5736984f6e3b12023e717bf1', '573698876e3b12023e7458f2', '5736969c6e3b12023e5a542e', '573696a96e3b12023e5ae5e7', '573696db6e3b12023e5db07e', '573695a76e3b12023e4c5331', '573695e36e3b12023e4f9d77', '573696836e3b12023e58ebd5', '573698556e3b12023e71c3f0', '573697536e3b12023e63d13f', '5736966e6e3b12023e57ad81', '573696a96e3b12023e5ae71f', '5736973f6e3b12023e62e0b0', '573698416e3b12023e70afcd', '5736981d6e3b12023e6f0be4', '5736966e6e3b12023e57ad9d', '573697536e3b12023e63d0e4', '573696a26e3b12023e5a95fe', '5736973f6e3b12023e62e098', '5736965a6e3b12023e566931', '5736973f6e3b12023e62e0d2', '5736965a6e3b12023e5669be', '573697716e3b12023e65923d', '573697536e3b12023e63d070', '573698506e3b12023e71804c']",15,28,7118.0
119740,Anjali Sardana,"['43318', '43847', '537228', '747976', '937303', '1051212', '1179225', '1285832', '1344601', '1347738', '1373051', '1384751', '1384763', '1487062', '1555889', '1607630', '1614742', '1632631', '1812928']","['573697c96e3b12023e6a8aa1', '573697a36e3b12023e687d6b', '573697ce6e3b12023e6ae42f', '573695e76e3b12023e4fd68b', '573697a36e3b12023e687d5e', '573698136e3b12023e6e7b21', '5736977a6e3b12023e66181c', '573698316e3b12023e701eb1', '573697536e3b12023e63d139', '573695906e3b12023e4b01c3', '5736985f6e3b12023e72573b', '5736985f6e3b12023e7257ca', '5736965a6e3b12023e56698d', '573697cf6e3b12023e6aebf6', '573697c96e3b12023e6a8a7e', '5736976c6e3b12023e653dca', '573698136e3b12023e6e7b37', '573697cf6e3b12023e6aec0b', '573695c36e3b12023e4ddb0d', '573697706e3b12023e6585c1', '573698316e3b12023e701eb9', '5736965a6e3b12023e566994', '5736977a6e3b12023e661815', '573697346e3b12023e624b9b', '5736982d6e3b12023e6fefaf', '5736970f6e3b12023e6078f7', '573697a46e3b12023e68967a', '573698016e3b12023e6da106', '5736985f6e3b12023e72589a']",19,29,7118.0
119820,Anjana Gosain,"['8531', '83185', '533785', '534845', '625400', '671615', '745011', '1051145', '1227036', '1227363', '1343831', '1436102', '1491143', '1605683', '1614405', '1838136']","['5736976c6e3b12023e653e07', '555036c67cea80f954154bd7', '573696ef6e3b12023e5ec5d6', '573696fb6e3b12023e5f64e4', '5736954d6e3b12023e47912b', '5736966e6e3b12023e57b3fe', '573697966e3b12023e67bc8c', '5736982e6e3b12023e6ff773', '555037a47cea80f95419434f', '5736968c6e3b12023e597176', '573696fb6e3b12023e5f6206', '573697616e3b12023e648cd0', '573698016e3b12023e6da19b', '573695ee6e3b12023e503322', '555037847cea80f95418b6d6', '5736966e6e3b12023e57af39', '573695b66e3b12023e4d3a76', '5736954d6e3b12023e479b2d', '5736966e6e3b12023e57b4c6', '58437785ac44360f108428a9', '573697616e3b12023e648d26', '573696dc6e3b12023e5dc0de', '555037847cea80f95418b6cd', '573695586e3b12023e481bff', '5736966e6e3b12023e57b682', '5736969b6e3b12023e5a4516', '5736985a6e3b12023e720bbc', '5736966e6e3b12023e57b42b', '555036c67cea80f954154bfc', '573696fb6e3b12023e5f6289', '573697da6e3b12023e6b8121']",16,31,2152.0
122787,Anna M. Wichansky,"['145712', '146077', '203110', '337488', '340772', '349133', '462476', '469502', '717955', '731071', '737527', '745111', '832533', '907626', '918269', '928691', '959632', '1038654', '1079067', '1083740', '1139301', '1230399', '1306650', '1436914', '1452160', '1506667', '1589283']","['573698526e3b12023e7198e1', '573697d56e3b12023e6b4156', '555036e17cea80f95416383b', '573696e66e3b12023e5e4690', '573698556e3b12023e71bd2e', '573696e36e3b12023e5e2211', '573696416e3b12023e54e085', '573696e56e3b12023e5e3fe7', '573696e56e3b12023e5e3b2b', '573696e36e3b12023e5e1def']",27,10,37242.0
132459,Antoni Lozano,"['51650', '189984', '241359', '291093', '498122', '530626', '718934', '804113', '838821', '958744', '1065908', '1095517', '1136219', '1154280', '1178794', '1233126', '1263224', '1405773', '1406752', '1438477', '1666994', '1711151', '1730708', '1731579', '1826628']","['5736960a6e3b12023e51d3c0', '573696626e3b12023e56e90a', '5736972f6e3b12023e61fe1a', '573697276e3b12023e619702', '573696936e3b12023e59cc05', '573698616e3b12023e7276dc', '5736976e6e3b12023e65529b', '573697f56e3b12023e6cf863', '573696466e3b12023e553165', '5736969b6e3b12023e5a3d14', '5736974a6e3b12023e635e44', '573695626e3b12023e489018', '573695ce6e3b12023e4e7718', '573695c66e3b12023e4e0438', '573696a16e3b12023e5a8987', '573698616e3b12023e727790', '573697e46e3b12023e6c1db2', '5736967c6e3b12023e5884c0', '573696f76e3b12023e5f343c', '573696ca6e3b12023e5cb0e1', '5736954b6e3b12023e477abb', '573697a26e3b12023e6871cc', '573696196e3b12023e52ba45', '573695fa6e3b12023e50e7b0', '573697f56e3b12023e6cf62c', '5736961a6e3b12023e52beb8', '5736982d6e3b12023e6fe808']",25,27,3975.0
134373,Antonio Lee,"['62878', '104269', '264977', '367119', '422910', '846546', '1142722', '1272241', '1326633', '1437008', '1499193', '1523511', '1717075', '1761781']","['573696ff6e3b12023e5fa203', '555037557cea80f954181ccd']",14,2,1360.0
134698,Antonio Montalbán,"['53433', '105932', '112590', '151256', '171999', '175196', '259484', '433747', '542605', '568851', '692897', '834001', '851119', '1173219', '1250292', '1250370', '1406385', '1451981', '1586237', '1618450', '1709141', '1718146']","['573696af6e3b12023e5b3198', '573695f36e3b12023e50865a', '573695f36e3b12023e50859d', '573695f36e3b12023e508355', '573696af6e3b12023e5b3192', '573695f46e3b12023e508f84', '573695986e3b12023e4b7cd8', '555036d37cea80f95415a5e6', '573695786e3b12023e49abe4', '573696266e3b12023e536c10', '573695f36e3b12023e5083c6', '555036d37cea80f95415a593', '573695f46e3b12023e508942', '573695776e3b12023e49ab1e', '5736969e6e3b12023e5a650c', '573697336e3b12023e623620', '573695986e3b12023e4b7c40', '573696576e3b12023e563de0', '573696266e3b12023e536b22', '573695f46e3b12023e508e50', '573697336e3b12023e62378d', '58d83014d649053542fe1ef5', '573695e46e3b12023e4fa34f', '573696756e3b12023e58200c', '573695986e3b12023e4b7cb7', '573696756e3b12023e5820d8', '5736976e6e3b12023e655c0e', '573695f46e3b12023e508c19', '573695f46e3b12023e508ba4', '5843771fac44360f1082e99c', '555036d37cea80f95415a5da', '5843771fac44360f1082e9a2']",22,32,7808.0
136988,Anu Singh Lather,"['29914', '194531', '331052', '748456', '1348418', '1524049', '1838136']","['5736966e6e3b12023e57b307', '573695506e3b12023e47b50d', '573695506e3b12023e47b47e', '5736966e6e3b12023e57b03d']",7,4,2152.0
137521,Anupama Kaushik,"['8531', '150264', '386125', '881625', '1372695']","['5843773eac44360f10834524', '5736954e6e3b12023e479c8a', '5736954d6e3b12023e479af6']",5,3,2152.0
137532,Anupama Mishra,"['164543', '1025376', '1279413', '1348752', '1384763']","['573696016e3b12023e515204', '573698016e3b12023e6da13f', '5736982e6e3b12023e6ff3e4']",5,3,7118.0
137703,Anurag Bishnoi,"['31928', '177501', '813564', '1317299']","['57a4e921ac44365e35c9962a', '58437718ac44360f1082deb3']",4,2,3975.0
